Fam1	0
Fam1	0
Fam1	0
Fam1	0
Fam1	0
Fam1	0
Fam1	0
Fam1	0
Fam1	0
Fam1	0
Fam1	0
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	1
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
Fam1	2
